"MAPPINGID","SOURCE_SYSTEM","TARGET_SYSTEM","ATTRIBUTE","KEY","VALUE","DESCRIPTION"
"24916","PAS","ETL","CountryName","389","Macedonia","NULL"
"24917","GSSP","MAJESCO","PROVISIONNAME_OPTL8","OPTL_GS","ALLOWPORTABILITY","NULL"
"24918","GSSP","MAJESCO","PROVISIONNAME_BSCLD6","BSCLD_GS","GROSSUP","NULL"
"24919","GSSP","MAJESCO","PROVISIONNAME_BSCLD7","BSCLD_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24920","GSSP","MAJESCO","PROVISIONNAME_BSCLD8","BSCLD_GS","ALLOWPORTABILITY","NULL"
"24921","GSSP","MAJESCO","PROVISIONNAME_OPTLD6","OPTLD_GS","GROSSUP","NULL"
"24922","GSSP","MAJESCO","PROVISIONNAME_OPTLD7","OPTLD_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24923","GSSP","MAJESCO","PROVISIONNAME_LGL3","LGL_GS","GROSSUP","NULL"
"24924","GSSP","MAJESCO","PROVISIONNAME_LGL4","LGL_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24925","GSSP","MAJESCO","PROVISIONNAME_LGL5","LGL_GS","ALLOWPORTABILITY","NULL"
"24926","GSSP","MAJESCO","PROVISIONNAME_VIS6","VIS_GS","GROSSUP","NULL"
"24927","GSSP","MAJESCO","PROVISIONNAME_VIS7","VIS_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24928","GSSP","MAJESCO","PROVISIONNAME_VIS8","VIS_GS","ALLOWPORTABILITY","NULL"
"24929","GSSP","MAJESCO","PROVISIONNAME_DPPO6","DPPO_GS","GROSSUP","NULL"
"24930","GSSP","MAJESCO","PROVISIONNAME_DPPO7","DPPO_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24931","GSSP","MAJESCO","PROVISIONNAME_DPPO8","DPPO_GS","ALLOWPORTABILITY","NULL"
"24932","GSSP","MAJESCO","PROVISIONNAME_DHMO6","DHMO_GS","GROSSUP","NULL"
"24933","GSSP","MAJESCO","PROVISIONNAME_DHMO7","DHMO_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24934","GSSP","MAJESCO","PROVISIONNAME_DHMO8","DHMO_GS","ALLOWPORTABILITY","NULL"
"24935","GSSP","MAJESCO","PROVISIONNAME_STD6","STD_GS","GROSSUP","NULL"
"24965","MAJESCO","GSSP","adjustmentReasonCode","SalaryChange","215","NULL"
"24966","MAJESCO","GSSP","adjustmentReasonCode","SubGrpTerminate","216","NULL"
"24967","MAJESCO","GSSP","adjustmentReasonCode","TerminateCertificate","217","NULL"
"24968","MAJESCO","GSSP","adjustmentReasonCode","TerminateClass","218","NULL"
"24969","MAJESCO","GSSP","adjustmentReasonCode","TerminateRider","219","NULL"
"24970","MAJESCO","GSSP","adjustmentReasonCode","CertificateRenewal","221","NULL"
"24971","MAJESCO","GSSP","adjustmentReasonCode","Portability","220","NULL"
"24972","MAJESCO","GSSP","adjustmentReasonCode","ChangeChoice","222","NULL"
"24973","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","isPregnantEmployee","RASSTDQ1","SC"
"24974","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","isPregnantEmployee_Yes","R1RASUWQ1ai","SC"
"24975","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","isPregnantEmployee_No","R2RASUWQ1ai","SC"
"24976","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","numberOfPregnantEmployee","RASSTDQ1a","QT"
"24977","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","anySignificantHealthRisks","RASHRQ1","SC"
"24936","GSSP","MAJESCO","PROVISIONNAME_STD7","STD_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24937","GSSP","MAJESCO","PROVISIONNAME_STD8","STD_GS","ALLOWPORTABILITY","NULL"
"24938","GSSP","MAJESCO","PROVISIONNAME_LTD6","LTD_GS","GROSSUP","NULL"
"24939","GSSP","MAJESCO","PROVISIONNAME_LTD7","LTD_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24940","GSSP","MAJESCO","PROVISIONNAME_LTD8","LTD_GS","ALLOWPORTABILITY","NULL"
"24941","GSSP","MAJESCO","PROVISIONNAME_CIAA7","CIAA_GS","GROSSUP","NULL"
"24942","GSSP","MAJESCO","PROVISIONNAME_CIAA8","CIAA_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24943","GSSP","MAJESCO","PROVISIONNAME_CIAA9","CIAA_GS","ALLOWPORTABILITY","NULL"
"24944","GSSP","MAJESCO","PROVISIONNAME_HI8","HI_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24945","GSSP","MAJESCO","PROVISIONNAME_HI9","HI_GS","ALLOWPORTABILITY","NULL"
"24946","GSSP","MAJESCO","PROVISIONNAME_BSCL6","BSCL_GS","GROSSUP","NULL"
"24947","GSSP","MAJESCO","PROVISIONNAME_BSCL7","BSCL_GS","EMPLOYEEFUNDPRETAXDOLLAR","NULL"
"24948","GSSP","MAJESCO","PROVISIONNAME_BSCL8","BSCL_GS","ALLOWPORTABILITY","NULL"
"24949","GSSP","MAJESCO","PROVISIONNAME_OPTL6","OPTL_GS","GROSSUP","NULL"
"24950","GSSP","MAJESCO","PROVISIONNAME_OPTLD8","OPTLD_GS","ALLOWPORTABILITY","NULL"
"24951","MAJESCO","GSSP","adjustmentReasonCode","AddRider","201","NULL"
"24952","MAJESCO","GSSP","adjustmentReasonCode","BC","202","NULL"
"24953","MAJESCO","GSSP","adjustmentReasonCode","CertReinstatement","203","NULL"
"24954","MAJESCO","GSSP","adjustmentReasonCode","ChangeClass","204","NULL"
"24955","MAJESCO","GSSP","adjustmentReasonCode","ChangeHireDate","205","NULL"
"24956","MAJESCO","GSSP","adjustmentReasonCode","ChangeSubGroup","206","NULL"
"24957","MAJESCO","GSSP","adjustmentReasonCode","ChangeTobaccoUsage","207","NULL"
"24958","MAJESCO","GSSP","adjustmentReasonCode","CovAmountChange","208","NULL"
"24959","MAJESCO","GSSP","adjustmentReasonCode","DeathClaim","209","NULL"
"24960","MAJESCO","GSSP","adjustmentReasonCode","DOBChange","210","NULL"
"24961","MAJESCO","GSSP","adjustmentReasonCode","Lapsed","211","NULL"
"24962","MAJESCO","GSSP","adjustmentReasonCode","MemberTermination","212","NULL"
"24963","MAJESCO","GSSP","adjustmentReasonCode","MemReinstatement","213","NULL"
"24964","MAJESCO","GSSP","adjustmentReasonCode","PlanDesignChange","214","NULL"
"25002","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","neurologicalDisorder_No","R2RASUWQ1ai","SC"
"25003","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","chronicfatigueSyndrome_Yes","R1RASUWQ1ai","SC"
"25004","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","chronicfatigueSyndrome_No","R2RASUWQ1ai","SC"
"25005","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","chronicfatigueSyndrome","RASUWQ1aviii","SC"
"25006","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","multiplesclerosis","RASUWQ1aix","SC"
"25007","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","multiplesclerosis_Yes","R1RASUWQ1ai","SC"
"25008","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","multiplesclerosis_No","R2RASUWQ1ai","SC"
"25009","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","mentalDisorder","RASUWQ1ax","SC"
"25010","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","mentalDisorder_Yes","R1RASUWQ1ai","SC"
"25011","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","mentalDisorder_No","R2RASUWQ1ai","SC"
"25012","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","AIDSOrHIV","RASUWQ1axi","SC"
"27164","PAS","GSSP","Maint.BeneRoleType","PBE","101","NULL"
"25013","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","AIDSOrHIV_Yes","R1RASUWQ1ai","SC"
"24978","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","anySignificantHealthRisks_No","R2RASHRQ1","SC"
"24979","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","anySignificantHealthRisks_Yes","R1RASHRQ1","SC"
"24980","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","cardioVascularDisorder","RASUWQ1ai","SC"
"24981","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","cardioVascularDisorder_No","R2RASUWQ1ai","SC"
"24982","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","cardioVascularDisorder_Yes","R1RASUWQ1ai","SC"
"24983","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","strokeOrCirculatoryDisorder","RASUWQ1aii","SC"
"24984","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","strokeOrCirculatoryDisorder_Yes","R1RASUWQ1aii","SC"
"24985","GSSP","MAJESCO","PROVISIONNAME_HI7","HI_GS","GROSSUP","NULL"
"24986","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","strokeOrCirculatoryDisorder_No","R2RASUWQ1aii","SC"
"24987","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","cancerOrTumor","RASUWQ1aiii","SC"
"24988","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","cancerOrTumor_No","R2RASUWQ1aiii","SC"
"24989","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","cancerOrTumor_Yes","R1RASUWQ1aiii","SC"
"24990","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","leukemiaOrBloodDisorder","RASUWQ1aiv","SC"
"24991","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","leukemiaOrBloodDisorder_Yes","R1RASUWQ1aiv","SC"
"24992","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","leukemiaOrBloodDisorder_No","R2RASUWQ1aiv","SC"
"24993","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","CopdOrLungDisorder","RASUWQ1av","SC"
"24994","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","CopdOrLungDisorder_Yes","R1RASUWQ1ai","SC"
"24995","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","CopdOrLungDisorder_No","R2RASUWQ1ai","SC"
"24996","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","stomachOrLiverDisorder","RASUWQ1avi","SC"
"24997","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","stomachOrLiverDisorder_Yes","R1RASUWQ1ai","SC"
"24998","PAS","ETL","CountryName","261","Madagascar","NULL"
"24999","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","stomachOrLiverDisorder_No","R2RASUWQ1ai","SC"
"25000","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","neurologicalDisorder","RASUWQ1avii","SC"
"25001","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","neurologicalDisorder_Yes","R1RASUWQ1ai","SC"
"25042","GSSP","MAJESCO","PROVISIONNAME_HI12","HI_GS","BROKERCOMMISSIONPCT","NULL"
"25043","GSSP","MAJESCO","PROVISIONNAME_BSCL11","BSCL_GS","COVERAGETYPE","NULL"
"25044","GSSP","MAJESCO","PROVISIONNAME_BSCL12","BSCL_GS","BROKERCOMMISSIONPCT","NULL"
"25045","GSSP","MAJESCO","PROVISIONNAME_OPTL11","OPTL_GS","COVERAGETYPE","NULL"
"25046","GSSP","MAJESCO","PROVISIONNAME_OPTL12","OPTL_GS","BROKERCOMMISSIONPCT","NULL"
"25047","GSSP","MAJESCO","PROVISIONNAME_BSCLD11","BSCLD_GS","COVERAGETYPE","NULL"
"25048","GSSP","MAJESCO","PROVISIONNAME_BSCLD12","BSCLD_GS","BROKERCOMMISSIONPCT","NULL"
"25049","GSSP","MAJESCO","PROVISIONNAME_OPTLD11","OPTLD_GS","COVERAGETYPE","NULL"
"25050","MAJESCO","ICOMP","BrokerScale","212","Regular Scale",
"25051","GSSP","MAJESCO","PROVISIONNAME_OPTLD12","OPTLD_GS","BROKERCOMMISSIONPCT","NULL"
"25052","GSSP","MAJESCO","ProvisionValue","averagedOverPeriod","AVERAGECOMMISSIONBONUS","AVERAGECOMMISSIONBONUS"
"25053","GSSP","MAJESCO","ProvisionValue","waiveWaitingPeriod","PRESENTEMPLOYEEWAITINGPERIOD","ELIGIBLEWAITPERIOD"
"25014","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","AIDSOrHIV_No","R2RASUWQ1ai","SC"
"25015","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","other","RASUWQ1axii","SC"
"25016","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","other_Yes","R1RASUWQ1ai","SC"
"25017","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","other_No","R2RASUWQ1ai","SC"
"25018","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","anyDisabledEmployee","RASDISQ1","SC"
"25019","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","anyDisabledEmployee_Yes","R1RASDISQ1","SC"
"25020","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","anyDisabledEmployee_No","R2RASDISQ1","SC"
"25021","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","noOfDisabledEmployee","RASDISQ1a","QT"
"25022","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","haveWaiverOfPremium","RASDISQ1b","SC"
"25023","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","haveWaiverOfPremium_No","R2RASDISQ1b","SC"
"25024","GSSP","MAJESCO","PROVISIONNAME_ACC11","ACC_GS","COVERAGETYPE","NULL"
"25025","GSSP","MAJESCO","PROVISIONNAME_ACC12","ACC_GS","BROKERCOMMISSIONPCT","NULL"
"25026","GSSP","MAJESCO","PROVISIONNAME_LGL11","LGL_GS","COVERAGETYPE","NULL"
"25027","GSSP","MAJESCO","PROVISIONNAME_LGL12","LGL_GS","BROKERCOMMISSIONPCT","NULL"
"25028","GSSP","MAJESCO","PROVISIONNAME_VIS11","VIS_GS","COVERAGETYPE","NULL"
"25029","GSSP","MAJESCO","PROVISIONNAME_VIS12","VIS_GS","BROKERCOMMISSIONPCT","NULL"
"25030","GSSP","MAJESCO","PROVISIONNAME_DPPO11","DPPO_GS","COVERAGETYPE","NULL"
"25031","GSSP","MAJESCO","PROVISIONNAME_DPPO12","DPPO_GS","BROKERCOMMISSIONPCT","NULL"
"25032","GSSP","MAJESCO","PROVISIONNAME_DHMO11","DHMO_GS","COVERAGETYPE","NULL"
"25033","GSSP","MAJESCO","PROVISIONNAME_DHMO12","DHMO_GS","BROKERCOMMISSIONPCT","NULL"
"25034","GSSP","MAJESCO","PROVISIONNAME_STD11","STD_GS","COVERAGETYPE","NULL"
"25035","GSSP","MAJESCO","PROVISIONNAME_STD12","STD_GS","BROKERCOMMISSIONPCT","NULL"
"25036","GSSP","MAJESCO","PROVISIONNAME_LTD11","LTD_GS","COVERAGETYPE","NULL"
"25037","PAS","ETL","CountryName","265","Malawi","NULL"
"25038","GSSP","MAJESCO","PROVISIONNAME_LTD12","LTD_GS","BROKERCOMMISSIONPCT","NULL"
"25039","GSSP","MAJESCO","PROVISIONNAME_CIAA11","CIAA_GS","COVERAGETYPE","NULL"
"25040","GSSP","MAJESCO","PROVISIONNAME_CIAA12","CIAA_GS","BROKERCOMMISSIONPCT","NULL"
"25041","GSSP","MAJESCO","PROVISIONNAME_HI11","HI_GS","COVERAGETYPE","NULL"
"25054","PAS","GSSP","employmentStatus","Active ","A","employmentStatus"
"25902","HWSI","MAJESCO","WorkStatus","Active","A","WorkStatus"
"25059","GSSP","MAJESCO","ProvisionValue","waitingTime","FUTUREEMPLOYEEWAITINGPERIOD","PRESENTEMPLOYEEWAITINGPERIOD"
"25060","GSSP","MAJESCO","ProvisionValue","period","FUTUREEMPLOYEEWAITINGPERIODUNIT","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25061","GSSP","MAJESCO","RAS_WITH_STD/RAS_WITHOUT_STD","haveWaiverOfPremium_Yes","R1RASDISQ1b","SC"
"25062","GSSP","MAJESCO","ProvisionValue","earnings","DEFINITIONOFEARNINGS","DEFINITIONOFEARNINGS"
"25063","GSSP","MAJESCO","Dental DHMO","DHMO11","fullTimeHours_*","HOURSWORKED"
"25064","GSSP","MAJESCO","Dental DHMO","DHMO12","waiveWaitingPeriod_*","ELIGIBLEWAITPERIOD"
"25065","GSSP","MAJESCO","Dental","DPPO11","fullTimeHours_*","HOURSWORKED"
"25066","GSSP","MAJESCO","Dental","DPPO12","waiveWaitingPeriod_*","ELIGIBLEWAITPERIOD"
"25067","GSSP","MAJESCO","Dental","DPPO13","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25068","GSSP","MAJESCO","Dental","DPPO14","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25069","GSSP","MAJESCO","Basic Life / AD&D","BSCL11","fullTimeHours_*","HOURSWORKED"
"25070","GSSP","MAJESCO","Basic Life / AD&D","BSCL12","earnings_*","DEFINITIONOFEARNINGS"
"25071","GSSP","MAJESCO","Basic Life / AD&D","BSCL13","averagedOverPeriod_*","AVERAGECOMMISSIONBONUS"
"25072","GSSP","MAJESCO","Basic Life / AD&D","BSCL14","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25073","GSSP","MAJESCO","Basic Life / AD&D","BSCL15","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25074","GSSP","MAJESCO","Supplemental Life / AD&D","OPTL11","fullTimeHours_*","HOURSWORKED"
"25075","GSSP","MAJESCO","Supplemental Life / AD&D","OPTL12","earnings_*","DEFINITIONOFEARNINGS"
"25076","GSSP","MAJESCO","Supplemental Life / AD&D","OPTL13","averagedOverPeriod_*","AVERAGECOMMISSIONBONUS"
"25077","PAS","ETL","CountryName","60","Malaysia","NULL"
"25078","GSSP","MAJESCO","Supplemental Life / AD&D","OPTL14","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25079","GSSP","MAJESCO","Supplemental Life / AD&D","OPTL15","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25080","GSSP","MAJESCO","Accident","ACC11","fullTimeHours_*","HOURSWORKED"
"25081","GSSP","MAJESCO","Accident","ACC12","partTimeHours_*","PARTTIMEWORK"
"25082","GSSP","MAJESCO","Accident","ACC13","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25083","GSSP","MAJESCO","Accident","ACC14","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25084","GSSP","MAJESCO","Hospital Indemnity","HI11","fullTimeHours_*","HOURSWORKED"
"25085","GSSP","MAJESCO","Hospital Indemnity","HI12","partTimeHours_*","PARTTIMEWORK"
"25086","GSSP","MAJESCO","Hospital Indemnity","HI13","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25087","GSSP","MAJESCO","Hospital Indemnity","HI14","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25088","GSSP","MAJESCO","Critical Illness","CIAA11","fullTimeHours_*","HOURSWORKED"
"25089","GSSP","MAJESCO","Critical Illness","CIAA12","partTimeHours_*","PARTTIMEWORK"
"25090","GSSP","MAJESCO","Critical Illness","CIAA13","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25091","GSSP","MAJESCO","Critical Illness","CIAA14","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25092","GSSP","MAJESCO","Vision","VIS11","fullTimeHours_*","HOURSWORKED"
"25055","PAS","GSSP","employmentStatus","Deleted","D","employmentStatus"
"25056","PAS","GSSP","employmentStatus","Retired","R","employmentStatus"
"25057","GSSP","MAJESCO","ProvisionValue","fullTimeHours","HOURSWORKED","HOURSWORKED"
"25058","GSSP","MAJESCO","ProvisionValue","partTimeHours","PARTTIMEWORK","PARTTIMEWORK"
"25093","GSSP","MAJESCO","Vision","VIS12","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25094","GSSP","MAJESCO","Vision","VIS13","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25095","GSSP","MAJESCO","Short Term Disability","STD11","fullTimeHours_*","HOURSWORKED"
"25096","GSSP","MAJESCO","Short Term Disability","STD12","earnings_*","DEFINITIONOFEARNINGS"
"25097","GSSP","MAJESCO","Short Term Disability","STD13","averagedOverPeriod_*","AVERAGECOMMISSIONBONUS"
"25098","GSSP","MAJESCO","Short Term Disability","STD14","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25099","GSSP","MAJESCO","Short Term Disability","STD","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25100","GSSP","MAJESCO","Long Term Disability","LTD11","fullTimeHours_*","HOURSWORKED"
"25101","GSSP","MAJESCO","Long Term Disability","LTD12","earnings_*","DEFINITIONOFEARNINGS"
"25102","GSSP","MAJESCO","Dental DHMO","DHMO13","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"27165","PAS","GSSP","Maint.BeneRoleType","CBE","102","NULL"
"25103","GSSP","MAJESCO","Dental DHMO","DHMO14","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25104","MAJESCO","CONDUENT","State","2","AK","Alaska"
"25105","MAJESCO","CONDUENT","State","4","AZ","Arizona"
"25106","MAJESCO","CONDUENT","State","5","AR","Arkansas"
"25107","MAJESCO","CONDUENT","State","6","CA","California"
"25108","MAJESCO","CONDUENT","State","7","CO","Colorado"
"25109","MAJESCO","CONDUENT","State","8","CT","Connecticut"
"25110","MAJESCO","CONDUENT","State","9","DE","Delaware"
"25111","MAJESCO","CONDUENT","State","10","DC","District of Columbia"
"25112","MAJESCO","CONDUENT","State","12","FL","Florida"
"25113","MAJESCO","CONDUENT","State","13","GA","Georgia"
"25114","MAJESCO","CONDUENT","State","15","HI","Hawaii"
"25115","MAJESCO","CONDUENT","State","16","ID","Idaho"
"25116","MAJESCO","CONDUENT","State","17","IL","Illinois"
"25117","MAJESCO","CONDUENT","State","18","IN","Indiana"
"25118","MAJESCO","CONDUENT","State","19","IA","Iowa"
"25119","MAJESCO","CONDUENT","State","20","KS","Kansas"
"25120","MAJESCO","CONDUENT","State","21","KY","Kentucky"
"25121","MAJESCO","CONDUENT","State","22","LA","Louisiana"
"25122","MAJESCO","CONDUENT","State","23","ME","Maine"
"25123","MAJESCO","CONDUENT","State","25","MD","Maryland"
"25124","MAJESCO","CONDUENT","State","26","MA","Massachusetts"
"25125","MAJESCO","CONDUENT","State","27","MI","Michigan"
"25126","MAJESCO","CONDUENT","State","28","MN","Minnesota"
"25127","MAJESCO","CONDUENT","State","29","MS","Mississippi"
"25128","MAJESCO","CONDUENT","State","30","MO","Missouri"
"25129","MAJESCO","CONDUENT","State","31","MT","Montana"
"25130","MAJESCO","CONDUENT","State","32","NE","Nebraska"
"25131","MAJESCO","CONDUENT","State","33","NV","Nevada"
"25132","MAJESCO","CONDUENT","State","34","NH","New Hampshire"
"25133","MAJESCO","CONDUENT","State","35","NJ","New Jersey"
"25134","MAJESCO","CONDUENT","State","36","NM","New Mexico"
"25135","MAJESCO","CONDUENT","State","37","NY","New York"
"25136","MAJESCO","CONDUENT","State","38","NC","North Carolina"
"25137","MAJESCO","CONDUENT","State","39","ND","North Dakota"
"25138","MAJESCO","CONDUENT","State","41","OH","Ohio"
"25139","MAJESCO","CONDUENT","State","42","OK","Oklahoma"
"25140","GSSP","MAJESCO","Long Term Disability","LTD13","averagedOverPeriod_*","AVERAGECOMMISSIONBONUS"
"25141","GSSP","MAJESCO","Long Term Disability","LTD14","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25142","GSSP","MAJESCO","Long Term Disability","LTD15","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25143","GSSP","MAJESCO","MetLaw","LGL11","fullTimeHours_*","HOURSWORKED"
"25144","GSSP","MAJESCO","MetLaw","LGL12","partTimeHours_*","PARTTIMEWORK"
"25145","GSSP","MAJESCO","MetLaw","LGL13","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25146","GSSP","MAJESCO","MetLaw","LGL14","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25147","MAJESCO","CONDUENT","State","1","AL","Alabama"
"25148","MAJESCO","CONDUENT","State","43","OR","Oregon"
"25149","MAJESCO","CONDUENT","State","45","PA","Pennsylvania"
"25150","MAJESCO","CONDUENT","State","46","PR","Puerto Rico"
"25151","MAJESCO","CONDUENT","State","47","RI","Rhode Island "
"25152","MAJESCO","CONDUENT","State","48","SC","South Carolina"
"25153","MAJESCO","CONDUENT","State","49","SD","South Dakota"
"25154","MAJESCO","CONDUENT","State","50","TN","Tennessee"
"25155","MAJESCO","CONDUENT","State","51","TX","Texas"
"25156","MAJESCO","CONDUENT","State","52","UT","Utah"
"25157","MAJESCO","CONDUENT","State","53","VT","Vermont"
"25158","MAJESCO","CONDUENT","State","55","VA","Virginia"
"25159","MAJESCO","CONDUENT","State","56","WA","Washington"
"25160","MAJESCO","CONDUENT","State","57","WV","West Virginia"
"25161","MAJESCO","CONDUENT","State","58","WI","Wisconsin"
"25162","MAJESCO","CONDUENT","State","59","WY","Wyoming"
"25163","GSSP","MAJESCO","DPPO","DPPO11","fullTimeHours_*","HOURSWORKED"
"25164","GSSP","MAJESCO","DPPO","DPPO12","waiveWaitingPeriod_*","ELIGIBLEWAITPERIOD"
"25165","GSSP","MAJESCO","DPPO","DPPO13","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25166","GSSP","MAJESCO","DPPO","DPPO14","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
"25167","GSSP","MAJESCO","BSCL","BSCL11","fullTimeHours_*","HOURSWORKED"
"25168","GSSP","MAJESCO","BSCL","BSCL12","earnings_*","DEFINITIONOFEARNINGS"
"25169","GSSP","MAJESCO","BSCL","BSCL13","averagedOverPeriod_*","AVERAGECOMMISSIONBONUS"
"25170","GSSP","MAJESCO","BSCL","BSCL14","waitingTime_*","PRESENTEMPLOYEEWAITINGPERIOD"
"25171","PAS","ETL","CountryName","1023","Maldives","NULL"
"25172","GSSP","MAJESCO","BSCL","BSCL15","period_*","PRESENTEMPLOYEEWAITINGPERIODUNIT"
